datetime,datetime_nano,KQ.i@SHFE.cu.open,KQ.i@SHFE.cu.high,KQ.i@SHFE.cu.low,KQ.i@SHFE.cu.close,KQ.i@SHFE.cu.volume,KQ.i@SHFE.cu.open_oi,KQ.i@SHFE.cu.close_oi
2026-01-15 23:28:00.000000000,1768490880000000000,102480,102486,102417,102458,446,659967,659927
2026-01-15 23:29:00.000000000,1768490940000000000,102458,102500,102458,102490,440,659927,659946
2026-01-15 23:30:00.000000000,1768491000000000000,102490,102505,102464,102497,353,659946,660018
2026-01-15 23:31:00.000000000,1768491060000000000,102497,102551,102494,102527,523,660018,659948
2026-01-15 23:32:00.000000000,1768491120000000000,102527,102552,102518,102525,245,659948,660011
2026-01-15 23:33:00.000000000,1768491180000000000,102525,102525,102480,102483,622,660011,660267
2026-01-15 23:34:00.000000000,1768491240000000000,102483,102491,102450,102452,300,660267,660244
2026-01-15 23:35:00.000000000,1768491300000000000,102452,102456,102397,102397,324,660244,660229
2026-01-15 23:36:00.000000000,1768491360000000000,102397,102465,102396,102458,224,660229,660212
2026-01-15 23:37:00.000000000,1768491420000000000,102458,102539,102456,102526,253,660212,660208
2026-01-15 23:38:00.000000000,1768491480000000000,102526,102526,102465,102475,115,660208,660228
2026-01-15 23:39:00.000000000,1768491540000000000,102475,102476,102419,102419,819,660228,660094
2026-01-15 23:40:00.000000000,1768491600000000000,102419,102419,102355,102379,332,660094,660093
2026-01-15 23:41:00.000000000,1768491660000000000,102379,102403,102367,102392,163,660093,660072
2026-01-15 23:42:00.000000000,1768491720000000000,102392,102393,102310,102313,349,660072,660028
2026-01-15 23:43:00.000000000,1768491780000000000,102313,102366,102306,102334,229,660028,659996
2026-01-15 23:44:00.000000000,1768491840000000000,102334,102351,102327,102332,95,659996,660003
2026-01-15 23:45:00.000000000,1768491900000000000,102332,102339,102318,102324,133,660003,659996
2026-01-15 23:46:00.000000000,1768491960000000000,102324,102394,102319,102390,182,659996,659981
2026-01-15 23:47:00.000000000,1768492020000000000,102390,102447,102378,102423,437,659981,659920
2026-01-15 23:48:00.000000000,1768492080000000000,102423,102427,102401,102427,185,659920,659890
2026-01-15 23:49:00.000000000,1768492140000000000,102427,102427,102377,102385,162,659890,659888
2026-01-15 23:50:00.000000000,1768492200000000000,102385,102389,102349,102355,120,659888,659890
2026-01-15 23:51:00.000000000,1768492260000000000,102355,102382,102355,102359,73,659890,659880
2026-01-15 23:52:00.000000000,1768492320000000000,102359,102377,102352,102373,96,659880,659881
2026-01-15 23:53:00.000000000,1768492380000000000,102373,102389,102367,102385,100,659881,659865
2026-01-15 23:54:00.000000000,1768492440000000000,102385,102411,102385,102407,275,659865,659882
2026-01-15 23:55:00.000000000,1768492500000000000,102407,102413,102392,102396,156,659882,659840
2026-01-15 23:56:00.000000000,1768492560000000000,102396,102407,102386,102395,104,659840,659818
2026-01-15 23:57:00.000000000,1768492620000000000,102395,102466,102395,102458,272,659818,659770
2026-01-15 23:58:00.000000000,1768492680000000000,102458,102478,102446,102470,206,659770,659732
2026-01-15 23:59:00.000000000,1768492740000000000,102470,102476,102464,102474,86,659732,659725
2026-01-16 00:00:00.000000000,1768492800000000000,102474,102482,102453,102453,148,659725,659705
2026-01-16 00:01:00.000000000,1768492860000000000,102453,102453,102412,102439,165,659705,659671
2026-01-16 00:02:00.000000000,1768492920000000000,102439,102449,102374,102374,364,659671,659606
2026-01-16 00:03:00.000000000,1768492980000000000,102374,102404,102369,102404,88,659606,659592
2026-01-16 00:04:00.000000000,1768493040000000000,102404,102404,102380,102395,82,659592,659600
2026-01-16 00:05:00.000000000,1768493100000000000,102395,102399,102361,102372,174,659600,659647
2026-01-16 00:06:00.000000000,1768493160000000000,102372,102400,102372,102398,65,659647,659661
2026-01-16 00:07:00.000000000,1768493220000000000,102398,102453,102398,102453,239,659661,659573
2026-01-16 00:08:00.000000000,1768493280000000000,102453,102465,102448,102454,78,659573,659563
2026-01-16 00:09:00.000000000,1768493340000000000,102454,102463,102448,102459,87,659563,659565
2026-01-16 00:10:00.000000000,1768493400000000000,102459,102469,102458,102458,60,659565,659558
2026-01-16 00:11:00.000000000,1768493460000000000,102458,102514,102455,102513,380,659558,659542
2026-01-16 00:12:00.000000000,1768493520000000000,102513,102544,102513,102531,249,659542,659533
2026-01-16 00:13:00.000000000,1768493580000000000,102531,102531,102507,102513,135,659533,659521
2026-01-16 00:14:00.000000000,1768493640000000000,102513,102536,102513,102530,115,659521,659518
2026-01-16 00:15:00.000000000,1768493700000000000,102530,102569,102528,102560,650,659518,659498
2026-01-16 00:16:00.000000000,1768493760000000000,102560,102653,102555,102651,1046,659498,659550
2026-01-16 00:17:00.000000000,1768493820000000000,102651,102716,102643,102712,606,659550,659534
2026-01-16 00:18:00.000000000,1768493880000000000,102712,102739,102712,102718,937,659534,659390
2026-01-16 00:19:00.000000000,1768493940000000000,102718,102733,102694,102701,550,659390,659307
2026-01-16 00:20:00.000000000,1768494000000000000,102701,102701,102629,102632,337,659307,659292
2026-01-16 00:21:00.000000000,1768494060000000000,102632,102763,102632,102747,532,659292,659206
2026-01-16 00:22:00.000000000,1768494120000000000,102747,102747,102701,102729,148,659206,659179
2026-01-16 00:23:00.000000000,1768494180000000000,102729,102766,102699,102764,530,659179,659190
2026-01-16 00:24:00.000000000,1768494240000000000,102764,102857,102749,102855,1166,659190,659167
2026-01-16 00:25:00.000000000,1768494300000000000,102855,102866,102840,102858,857,659167,659299
2026-01-16 00:26:00.000000000,1768494360000000000,102858,102977,102849,102975,1841,659299,659744
2026-01-16 00:27:00.000000000,1768494420000000000,102975,103018,102953,102953,1395,659744,659956
2026-01-16 00:28:00.000000000,1768494480000000000,102953,103007,102895,103007,1481,659956,660265
2026-01-16 00:29:00.000000000,1768494540000000000,103007,103027,102959,102981,748,660265,660395
2026-01-16 00:30:00.000000000,1768494600000000000,102981,102989,102920,102928,592,660395,660439
2026-01-16 00:31:00.000000000,1768494660000000000,102928,102943,102856,102903,504,660439,660369
2026-01-16 00:32:00.000000000,1768494720000000000,102903,102941,102871,102871,247,660369,660390
2026-01-16 00:33:00.000000000,1768494780000000000,102871,102875,102853,102856,172,660390,660371
2026-01-16 00:34:00.000000000,1768494840000000000,102856,102895,102848,102890,195,660371,660347
2026-01-16 00:35:00.000000000,1768494900000000000,102890,102927,102880,102918,227,660347,660352
2026-01-16 00:36:00.000000000,1768494960000000000,102918,102926,102854,102854,211,660352,660348
2026-01-16 00:37:00.000000000,1768495020000000000,102854,102932,102854,102928,182,660348,660362
2026-01-16 00:38:00.000000000,1768495080000000000,102928,102928,102893,102893,145,660362,660347
2026-01-16 00:39:00.000000000,1768495140000000000,102893,102922,102852,102852,214,660347,660341
2026-01-16 00:40:00.000000000,1768495200000000000,102852,102852,102802,102804,598,660341,660202
2026-01-16 00:41:00.000000000,1768495260000000000,102804,102850,102796,102832,533,660202,660187
2026-01-16 00:42:00.000000000,1768495320000000000,102832,102880,102823,102873,248,660187,660182
2026-01-16 00:43:00.000000000,1768495380000000000,102873,102886,102836,102859,156,660182,660163
2026-01-16 00:44:00.000000000,1768495440000000000,102859,102918,102859,102918,265,660163,660152
2026-01-16 00:45:00.000000000,1768495500000000000,102918,102923,102875,102877,130,660152,660158
2026-01-16 00:46:00.000000000,1768495560000000000,102877,102878,102807,102830,339,660158,660100
2026-01-16 00:47:00.000000000,1768495620000000000,102830,102848,102821,102848,113,660100,660084
2026-01-16 00:48:00.000000000,1768495680000000000,102848,102862,102828,102855,102,660084,660044
2026-01-16 00:49:00.000000000,1768495740000000000,102855,102863,102846,102849,109,660044,659994
2026-01-16 00:50:00.000000000,1768495800000000000,102849,102871,102803,102871,235,659994,659925
2026-01-16 00:51:00.000000000,1768495860000000000,102871,102897,102855,102894,145,659925,659908
2026-01-16 00:52:00.000000000,1768495920000000000,102894,102915,102894,102915,198,659908,659916
2026-01-16 00:53:00.000000000,1768495980000000000,102915,102972,102915,102954,532,659916,659782
2026-01-16 00:54:00.000000000,1768496040000000000,102954,102958,102869,102884,204,659782,659744
2026-01-16 00:55:00.000000000,1768496100000000000,102884,102913,102878,102913,309,659744,659666
2026-01-16 00:56:00.000000000,1768496160000000000,102913,102917,102895,102898,114,659666,659656
2026-01-16 00:57:00.000000000,1768496220000000000,102898,102905,102876,102879,164,659656,659651
2026-01-16 00:58:00.000000000,1768496280000000000,102879,102885,102853,102854,265,659651,659570
2026-01-16 00:59:00.000000000,1768496340000000000,102854,102885,102844,102871,530,659570,659316
2026-01-16 09:00:00.000000000,1768525200000000000,102854,102879,102641,102726,5349,659316,659097
2026-01-16 09:01:00.000000000,1768525260000000000,102726,102970,102665,102960,3074,659097,659149
2026-01-16 09:02:00.000000000,1768525320000000000,102960,103179,102951,103147,4336,659149,659368
2026-01-16 09:03:00.000000000,1768525380000000000,103147,103155,103059,103096,2521,659368,659415
2026-01-16 09:04:00.000000000,1768525440000000000,103096,103096,102998,103042,1950,659415,659352
2026-01-16 09:05:00.000000000,1768525500000000000,103042,103066,102824,102859,2051,659352,659169
2026-01-16 09:06:00.000000000,1768525560000000000,102859,102978,102830,102830,1363,659169,659033
2026-01-16 09:07:00.000000000,1768525620000000000,102830,102892,102788,102883,1138,659033,659103
2026-01-16 09:08:00.000000000,1768525680000000000,102883,103033,102883,103021,1015,659103,659090
2026-01-16 09:09:00.000000000,1768525740000000000,103021,103056,102930,102947,1177,659090,659131
2026-01-16 09:10:00.000000000,1768525800000000000,102947,103009,102929,102986,647,659131,659066
2026-01-16 09:11:00.000000000,1768525860000000000,102986,103000,102891,102902,582,659066,659000
2026-01-16 09:12:00.000000000,1768525920000000000,102902,103046,102900,103019,1478,659000,659204
2026-01-16 09:13:00.000000000,1768525980000000000,103019,103027,102955,102959,620,659204,659219
2026-01-16 09:14:00.000000000,1768526040000000000,102959,102967,102889,102946,514,659219,659259
2026-01-16 09:15:00.000000000,1768526100000000000,102946,103003,102893,102903,596,659259,659225
2026-01-16 09:16:00.000000000,1768526160000000000,102903,103016,102903,103006,554,659225,659240
2026-01-16 09:17:00.000000000,1768526220000000000,103006,103043,102977,103043,729,659240,659344
2026-01-16 09:18:00.000000000,1768526280000000000,103043,103159,103030,103146,1356,659344,659536
2026-01-16 09:19:00.000000000,1768526340000000000,103146,103152,103056,103106,868,659536,659659
2026-01-16 09:20:00.000000000,1768526400000000000,103106,103213,103099,103192,1703,659659,659985
2026-01-16 09:21:00.000000000,1768526460000000000,103192,103293,103182,103288,1913,659985,660207
2026-01-16 09:22:00.000000000,1768526520000000000,103288,103322,103240,103281,2039,660207,660454
2026-01-16 09:23:00.000000000,1768526580000000000,103281,103292,103236,103243,716,660454,660535
2026-01-16 09:24:00.000000000,1768526640000000000,103243,103352,103243,103352,1613,660535,660739
2026-01-16 09:25:00.000000000,1768526700000000000,103352,103411,103275,103326,2967,660739,660762
2026-01-16 09:26:00.000000000,1768526760000000000,103326,103380,103233,103364,1435,660762,660864
2026-01-16 09:27:00.000000000,1768526820000000000,103364,103394,103296,103312,1115,660864,660953
2026-01-16 09:28:00.000000000,1768526880000000000,103312,103435,103312,103363,1596,660953,661023
2026-01-16 09:29:00.000000000,1768526940000000000,103363,103422,103334,103421,978,661023,661129
2026-01-16 09:30:00.000000000,1768527000000000000,103421,103494,103396,103466,2538,661129,661554
2026-01-16 09:31:00.000000000,1768527060000000000,103466,103466,103293,103293,1036,661554,661698
2026-01-16 09:32:00.000000000,1768527120000000000,103293,103325,103253,103325,1416,661698,661584
2026-01-16 09:33:00.000000000,1768527180000000000,103325,103343,103244,103253,903,661584,661751
2026-01-16 09:34:00.000000000,1768527240000000000,103253,103263,103127,103171,1526,661751,661744
2026-01-16 09:35:00.000000000,1768527300000000000,103171,103188,103098,103123,1141,661744,661698
2026-01-16 09:36:00.000000000,1768527360000000000,103123,103169,103088,103103,1223,661698,661466
2026-01-16 09:37:00.000000000,1768527420000000000,103103,103270,103084,103270,1073,661466,661572
2026-01-16 09:38:00.000000000,1768527480000000000,103270,103294,103230,103267,719,661572,661612
2026-01-16 09:39:00.000000000,1768527540000000000,103267,103300,103234,103268,908,661612,661606
2026-01-16 09:40:00.000000000,1768527600000000000,103268,103268,103113,103125,1136,661606,661718
2026-01-16 09:41:00.000000000,1768527660000000000,103125,103189,103125,103139,732,661718,661789
2026-01-16 09:42:00.000000000,1768527720000000000,103139,103139,102995,103058,1817,661789,661941
2026-01-16 09:43:00.000000000,1768527780000000000,103058,103058,102912,102934,1869,661941,662025
2026-01-16 09:44:00.000000000,1768527840000000000,102934,102953,102836,102867,1551,662025,662021
2026-01-16 09:45:00.000000000,1768527900000000000,102867,102887,102823,102887,1188,662021,661999
2026-01-16 09:46:00.000000000,1768527960000000000,102887,102914,102840,102878,1436,661999,662123
2026-01-16 09:47:00.000000000,1768528020000000000,102878,102878,102758,102761,1239,662123,662076
2026-01-16 09:48:00.000000000,1768528080000000000,102761,102830,102608,102666,2464,662076,661779
2026-01-16 09:49:00.000000000,1768528140000000000,102666,102734,102650,102707,1396,661779,661659
2026-01-16 09:50:00.000000000,1768528200000000000,102707,102793,102687,102784,1275,661659,661774
2026-01-16 09:51:00.000000000,1768528260000000000,102784,102795,102728,102737,1049,661774,661736
2026-01-16 09:52:00.000000000,1768528320000000000,102737,102737,102593,102625,1354,661736,661479
2026-01-16 09:53:00.000000000,1768528380000000000,102625,102701,102531,102668,1504,661479,661406
2026-01-16 09:54:00.000000000,1768528440000000000,102668,102814,102655,102789,828,661406,661355
2026-01-16 09:55:00.000000000,1768528500000000000,102789,102864,102746,102844,1002,661355,661386
2026-01-16 09:56:00.000000000,1768528560000000000,102844,102861,102656,102664,658,661386,661418
2026-01-16 09:57:00.000000000,1768528620000000000,102664,102735,102657,102710,665,661418,661269
2026-01-16 09:58:00.000000000,1768528680000000000,102710,102727,102662,102697,942,661269,661044
2026-01-16 09:59:00.000000000,1768528740000000000,102697,102697,102590,102666,1277,661044,660835
2026-01-16 10:00:00.000000000,1768528800000000000,102666,102769,102624,102695,1442,660835,660540
2026-01-16 10:01:00.000000000,1768528860000000000,102695,102746,102679,102717,612,660540,660430
2026-01-16 10:02:00.000000000,1768528920000000000,102717,102724,102667,102683,427,660430,660382
2026-01-16 10:03:00.000000000,1768528980000000000,102683,102683,102453,102477,1745,660382,660171
2026-01-16 10:04:00.000000000,1768529040000000000,102477,102477,102405,102423,2172,660171,659781
2026-01-16 10:05:00.000000000,1768529100000000000,102423,102513,102391,102391,1280,659781,659690
2026-01-16 10:06:00.000000000,1768529160000000000,102391,102461,102260,102276,2812,659690,659516
2026-01-16 10:07:00.000000000,1768529220000000000,102276,102425,102266,102425,1727,659516,659343
2026-01-16 10:08:00.000000000,1768529280000000000,102425,102483,102402,102455,1469,659343,659302
2026-01-16 10:09:00.000000000,1768529340000000000,102455,102495,102423,102450,993,659302,659373
2026-01-16 10:10:00.000000000,1768529400000000000,102450,102455,102267,102317,2430,659373,659444
2026-01-16 10:11:00.000000000,1768529460000000000,102317,102360,102275,102321,1467,659444,659239
2026-01-16 10:12:00.000000000,1768529520000000000,102321,102342,102252,102255,1067,659239,659115
2026-01-16 10:13:00.000000000,1768529580000000000,102255,102303,102108,102169,2695,659115,658752
2026-01-16 10:14:00.000000000,1768529640000000000,102169,102211,102115,102137,1932,658752,658544
2026-01-16 10:30:00.000000000,1768530600000000000,102143,102241,102059,102093,3302,658544,658456
2026-01-16 10:31:00.000000000,1768530660000000000,102093,102132,101963,102012,3612,658456,657555
2026-01-16 10:32:00.000000000,1768530720000000000,102012,102170,102012,102140,2237,657555,657156
2026-01-16 10:33:00.000000000,1768530780000000000,102140,102173,102082,102118,1145,657156,657125
2026-01-16 10:34:00.000000000,1768530840000000000,102118,102118,101847,101868,3496,657125,656392
2026-01-16 10:35:00.000000000,1768530900000000000,101868,101885,101725,101819,4974,656392,655617
2026-01-16 10:36:00.000000000,1768530960000000000,101819,101863,101751,101779,3742,655617,655347
2026-01-16 10:37:00.000000000,1768531020000000000,101779,101781,101626,101672,4262,655347,654966
2026-01-16 10:38:00.000000000,1768531080000000000,101672,101813,101643,101644,3301,654966,654367
2026-01-16 10:39:00.000000000,1768531140000000000,101644,101745,101615,101632,2866,654367,653953
2026-01-16 10:40:00.000000000,1768531200000000000,101632,101829,101617,101718,2305,653953,653652
2026-01-16 10:41:00.000000000,1768531260000000000,101718,101808,101677,101754,2238,653652,653329
2026-01-16 10:42:00.000000000,1768531320000000000,101754,101829,101654,101823,1862,653329,653266
2026-01-16 10:43:00.000000000,1768531380000000000,101823,101826,101701,101738,1862,653266,653154
2026-01-16 10:44:00.000000000,1768531440000000000,101738,101778,101667,101778,1519,653154,653146
2026-01-16 10:45:00.000000000,1768531500000000000,101778,101818,101694,101742,1517,653146,653061
2026-01-16 10:46:00.000000000,1768531560000000000,101742,101855,101666,101855,1722,653061,652926
2026-01-16 10:47:00.000000000,1768531620000000000,101855,101859,101799,101852,1301,652926,652895
2026-01-16 10:48:00.000000000,1768531680000000000,101852,101896,101816,101887,1803,652895,652916
2026-01-16 10:49:00.000000000,1768531740000000000,101887,101925,101633,101633,3244,652916,653001
2026-01-16 10:50:00.000000000,1768531800000000000,101633,101821,101633,101798,1822,653001,652777
2026-01-16 10:51:00.000000000,1768531860000000000,101798,101805,101716,101716,999,652777,652852
2026-01-16 10:52:00.000000000,1768531920000000000,101716,101733,101664,101717,976,652852,652927
2026-01-16 10:53:00.000000000,1768531980000000000,101717,101831,101713,101805,861,652927,652853
2026-01-16 10:54:00.000000000,1768532040000000000,101805,101829,101737,101739,849,652853,652800
2026-01-16 10:55:00.000000000,1768532100000000000,101739,101848,101730,101830,1055,652800,652935
2026-01-16 10:56:00.000000000,1768532160000000000,101830,101830,101684,101684,1042,652935,653059
2026-01-16 10:57:00.000000000,1768532220000000000,101684,101748,101638,101747,1327,653059,653087
2026-01-16 10:58:00.000000000,1768532280000000000,101747,101747,101679,101707,1070,653087,653129
2026-01-16 10:59:00.000000000,1768532340000000000,101707,101708,101658,101682,1356,653129,653384
2026-01-16 11:00:00.000000000,1768532400000000000,101682,101700,101528,101528,3595,653384,653539
2026-01-16 11:01:00.000000000,1768532460000000000,101528,101743,101528,101743,2386,653539,653249
2026-01-16 11:02:00.000000000,1768532520000000000,101743,101860,101736,101826,2669,653249,653342
2026-01-16 11:03:00.000000000,1768532580000000000,101826,101835,101734,101753,1077,653342,653538
2026-01-16 11:04:00.000000000,1768532640000000000,101753,101810,101685,101770,914,653538,653541
2026-01-16 11:05:00.000000000,1768532700000000000,101770,101856,101752,101849,1477,653541,653631
2026-01-16 11:06:00.000000000,1768532760000000000,101849,101977,101823,101963,1943,653631,653625
2026-01-16 11:07:00.000000000,1768532820000000000,101963,101984,101911,101968,1467,653625,653880
2026-01-16 11:08:00.000000000,1768532880000000000,101968,102004,101944,101944,1273,653880,653920
2026-01-16 11:09:00.000000000,1768532940000000000,101944,101949,101839,101889,1261,653920,653869
2026-01-16 11:10:00.000000000,1768533000000000000,101889,101945,101883,101924,835,653869,653845
2026-01-16 11:11:00.000000000,1768533060000000000,101924,101927,101884,101900,1021,653845,653926
2026-01-16 11:12:00.000000000,1768533120000000000,101900,101903,101779,101780,1854,653926,654500
2026-01-16 11:13:00.000000000,1768533180000000000,101780,101781,101684,101712,1887,654500,654591
2026-01-16 11:14:00.000000000,1768533240000000000,101712,101741,101694,101740,689,654591,654657
2026-01-16 11:15:00.000000000,1768533300000000000,101740,101804,101718,101720,741,654657,654669
2026-01-16 11:16:00.000000000,1768533360000000000,101720,101771,101682,101767,897,654669,654686
2026-01-16 11:17:00.000000000,1768533420000000000,101767,101848,101767,101800,702,654686,654589
2026-01-16 11:18:00.000000000,1768533480000000000,101800,101805,101703,101734,988,654589,654465
2026-01-16 11:19:00.000000000,1768533540000000000,101734,101746,101646,101660,1425,654465,654609
2026-01-16 11:20:00.000000000,1768533600000000000,101660,101674,101558,101567,2018,654609,654557
2026-01-16 11:21:00.000000000,1768533660000000000,101567,101598,101379,101501,4039,654557,654272
2026-01-16 11:22:00.000000000,1768533720000000000,101501,101530,101440,101530,1780,654272,654045
2026-01-16 11:23:00.000000000,1768533780000000000,101530,101637,101526,101553,1102,654045,653998
2026-01-16 11:24:00.000000000,1768533840000000000,101553,101598,101517,101548,949,653998,653938
2026-01-16 11:25:00.000000000,1768533900000000000,101548,101657,101541,101657,845,653938,653941
2026-01-16 11:26:00.000000000,1768533960000000000,101657,101669,101573,101585,1020,653941,654030
2026-01-16 11:27:00.000000000,1768534020000000000,101585,101614,101552,101569,727,654030,654074
2026-01-16 11:28:00.000000000,1768534080000000000,101569,101569,101462,101505,1075,654074,654146
2026-01-16 11:29:00.000000000,1768534140000000000,101505,101577,101498,101531,933,654146,654067
2026-01-16 13:30:00.000000000,1768541400000000000,101608,101769,101588,101735,4859,654067,653818
2026-01-16 13:31:00.000000000,1768541460000000000,101735,101755,101437,101438,2717,653818,653874
2026-01-16 13:32:00.000000000,1768541520000000000,101438,101492,101384,101453,3527,653874,653373
2026-01-16 13:33:00.000000000,1768541580000000000,101453,101466,101388,101437,2692,653373,652925
2026-01-16 13:34:00.000000000,1768541640000000000,101437,101493,101419,101458,2221,652925,652571
2026-01-16 13:35:00.000000000,1768541700000000000,101458,101562,101441,101526,1885,652571,652203
2026-01-16 13:36:00.000000000,1768541760000000000,101526,101619,101464,101579,2066,652203,652216
2026-01-16 13:37:00.000000000,1768541820000000000,101579,101648,101536,101548,1594,652216,652190
2026-01-16 13:38:00.000000000,1768541880000000000,101548,101657,101548,101644,1065,652190,652245
2026-01-16 13:39:00.000000000,1768541940000000000,101644,101729,101644,101703,1256,652245,652150
2026-01-16 13:40:00.000000000,1768542000000000000,101703,101715,101660,101682,763,652150,652162
2026-01-16 13:41:00.000000000,1768542060000000000,101682,101686,101586,101593,885,652162,652231
2026-01-16 13:42:00.000000000,1768542120000000000,101593,101631,101593,101628,662,652231,652356
2026-01-16 13:43:00.000000000,1768542180000000000,101628,101700,101628,101681,1120,652356,652394
2026-01-16 13:44:00.000000000,1768542240000000000,101681,101697,101640,101658,585,652394,652390
2026-01-16 13:45:00.000000000,1768542300000000000,101658,101679,101622,101652,623,652390,652470
2026-01-16 13:46:00.000000000,1768542360000000000,101652,101690,101609,101679,914,652470,652508
2026-01-16 13:47:00.000000000,1768542420000000000,101679,101739,101679,101739,987,652508,652549
2026-01-16 13:48:00.000000000,1768542480000000000,101739,101770,101738,101753,997,652549,652592
2026-01-16 13:49:00.000000000,1768542540000000000,101753,101879,101753,101868,1460,652592,652632
2026-01-16 13:50:00.000000000,1768542600000000000,101868,101872,101822,101829,1012,652632,652703
2026-01-16 13:51:00.000000000,1768542660000000000,101829,101842,101748,101762,744,652703,652681
2026-01-16 13:52:00.000000000,1768542720000000000,101762,101772,101720,101723,588,652681,652769
2026-01-16 13:53:00.000000000,1768542780000000000,101723,101777,101723,101753,449,652769,652878
2026-01-16 13:54:00.000000000,1768542840000000000,101753,101753,101603,101615,1120,652878,652824
2026-01-16 13:55:00.000000000,1768542900000000000,101615,101668,101544,101668,1354,652824,652690
2026-01-16 13:56:00.000000000,1768542960000000000,101668,101687,101580,101580,678,652690,652757
2026-01-16 13:57:00.000000000,1768543020000000000,101580,101617,101571,101571,616,652757,652798
2026-01-16 13:58:00.000000000,1768543080000000000,101571,101615,101548,101615,850,652798,652808
2026-01-16 13:59:00.000000000,1768543140000000000,101615,101620,101576,101602,532,652808,652847
2026-01-16 14:00:00.000000000,1768543200000000000,101602,101602,101488,101515,1269,652847,652940
2026-01-16 14:01:00.000000000,1768543260000000000,101515,101577,101430,101440,2066,652940,653253
2026-01-16 14:02:00.000000000,1768543320000000000,101440,101446,101272,101282,4630,653253,653336
2026-01-16 14:03:00.000000000,1768543380000000000,101282,101350,101282,101313,2251,653336,653205
2026-01-16 14:04:00.000000000,1768543440000000000,101313,101318,101225,101234,3769,653205,653034
2026-01-16 14:05:00.000000000,1768543500000000000,101234,101300,101227,101277,1836,653034,652844
2026-01-16 14:06:00.000000000,1768543560000000000,101277,101281,101210,101210,1965,652844,652825
2026-01-16 14:07:00.000000000,1768543620000000000,101210,101219,100992,101015,6594,652825,651827
2026-01-16 14:08:00.000000000,1768543680000000000,101015,101114,100906,101114,5235,651827,650969
2026-01-16 14:09:00.000000000,1768543740000000000,101114,101142,101010,101010,2046,650969,650932
2026-01-16 14:10:00.000000000,1768543800000000000,101010,101026,100932,100997,1864,650932,650756
2026-01-16 14:11:00.000000000,1768543860000000000,100997,101068,100985,101000,1350,650756,650683
2026-01-16 14:12:00.000000000,1768543920000000000,101000,101077,100969,101071,1438,650683,650640
2026-01-16 14:13:00.000000000,1768543980000000000,101071,101084,100949,101002,1317,650640,650605
2026-01-16 14:14:00.000000000,1768544040000000000,101002,101042,100965,100983,1053,650605,650593
2026-01-16 14:15:00.000000000,1768544100000000000,100983,100988,100878,100896,2574,650593,650657
2026-01-16 14:16:00.000000000,1768544160000000000,100896,101027,100894,101000,1645,650657,650139
2026-01-16 14:17:00.000000000,1768544220000000000,101000,101051,100968,101001,1302,650139,650041
2026-01-16 14:18:00.000000000,1768544280000000000,101001,101001,100894,100903,1581,650041,650159
2026-01-16 14:19:00.000000000,1768544340000000000,100903,100947,100860,100941,1645,650159,649892
2026-01-16 14:20:00.000000000,1768544400000000000,100941,100993,100899,100931,1280,649892,649723
2026-01-16 14:21:00.000000000,1768544460000000000,100931,100968,100888,100905,1635,649723,649545
2026-01-16 14:22:00.000000000,1768544520000000000,100905,100905,100726,100726,4612,649545,648990
2026-01-16 14:23:00.000000000,1768544580000000000,100726,100778,100688,100764,3985,648990,648559
2026-01-16 14:24:00.000000000,1768544640000000000,100764,100867,100763,100851,1669,648559,648306
2026-01-16 14:25:00.000000000,1768544700000000000,100851,100884,100791,100850,1118,648306,648286
2026-01-16 14:26:00.000000000,1768544760000000000,100850,100880,100788,100874,863,648286,648281
2026-01-16 14:27:00.000000000,1768544820000000000,100874,100883,100817,100880,1028,648281,648234
2026-01-16 14:28:00.000000000,1768544880000000000,100880,100929,100834,100864,1438,648234,648038
2026-01-16 14:29:00.000000000,1768544940000000000,100864,100867,100742,100742,1116,648038,648148
2026-01-16 14:30:00.000000000,1768545000000000000,100742,100771,100698,100746,1667,648148,647950
2026-01-16 14:31:00.000000000,1768545060000000000,100746,100746,100682,100715,1763,647950,647558
2026-01-16 14:32:00.000000000,1768545120000000000,100715,100784,100701,100724,1280,647558,647466
2026-01-16 14:33:00.000000000,1768545180000000000,100724,100746,100689,100692,1901,647466,647762
2026-01-16 14:34:00.000000000,1768545240000000000,100692,100729,100683,100729,1161,647762,647802
2026-01-16 14:35:00.000000000,1768545300000000000,100729,100863,100726,100863,1262,647802,647650
2026-01-16 14:36:00.000000000,1768545360000000000,100863,100955,100855,100940,1524,647650,647414
2026-01-16 14:37:00.000000000,1768545420000000000,100940,100949,100882,100884,1147,647414,647328
2026-01-16 14:38:00.000000000,1768545480000000000,100884,100892,100744,100747,1471,647328,647493
2026-01-16 14:39:00.000000000,1768545540000000000,100747,100776,100724,100733,1230,647493,647318
2026-01-16 14:40:00.000000000,1768545600000000000,100733,100740,100542,100551,4674,647318,647191
2026-01-16 14:41:00.000000000,1768545660000000000,100551,100602,100480,100480,4139,647191,646700
2026-01-16 14:42:00.000000000,1768545720000000000,100480,100539,100375,100393,4709,646700,646299
2026-01-16 14:43:00.000000000,1768545780000000000,100393,100425,100336,100397,4278,646299,646031
2026-01-16 14:44:00.000000000,1768545840000000000,100397,100413,100191,100198,3937,646031,645777
2026-01-16 14:45:00.000000000,1768545900000000000,100198,100323,100191,100216,4303,645777,645502
2026-01-16 14:46:00.000000000,1768545960000000000,100216,100262,100212,100231,2745,645502,645119
